miRNA	bladder	breast_cancer	cervical	head n neck	KIRC	KIRP	LUAD	LUSC	PRAD	STAD	THCA	UCEC	
hsa-mir-4315-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-934	33.694762	23.252806	2.262114	0.0	0.0	0.0	0.0	1.658774	0.600798	3.784054	0.210894	2.310771	
hsa-mir-1285-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3914-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194054	0.0	0.0	
hsa-mir-99a	280.288908	678.691274	1382.36691	118.092495	905.855084	824.760843	52.618313	804.712576	1250.861394	471.163275	3202.423761	3659.972363	
hsa-mir-4291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-181b-2	0.858465	3.633251	3.231591	0.0	4.683842	2.657518	2.325671	4.976321	0.0	0.776216	34.164811	6.35462	
hsa-mir-1913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210894	0.866539	
hsa-mir-2117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.054469	0.0	
hsa-mir-1257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.300399	0.0	0.0	0.0	
hsa-mir-892a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.054469	2.888464	
hsa-mir-182	54141.901732	63410.401852	31195.732835	6528.236019	1918.814026	1058.622465	42967.649621	9318.575777	6950.631829	5093.531149	9462.598074	63313.102534	
hsa-mir-9-3	0.0	0.0	0.0	0.51795	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.577693	
hsa-mir-383	0.214616	0.0	0.0	0.0	0.0	0.0	0.0	0.62204	0.600798	1.164324	0.0	1.155385	
hsa-mir-578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210894	0.0	
hsa-mir-1323	4.07771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-374b	51.293299	24.706106	49.551062	56.97445	42.15458	29.099827	41.862084	56.605651	39.953066	57.634058	99.752811	56.325042	
hsa-mir-642a	0.858465	1.4533	5.385985	2.071798	2.185793	0.265752	3.197798	3.939587	0.600798	9.605676	1.054469	7.798852	
hsa-mir-625	78.334955	45.052312	158.13252	151.759216	100.858736	86.900853	468.041352	386.286918	48.664636	169.991363	165.340812	406.406844	
hsa-mir-208a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-3185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548k	0.214616	0.0	0.0	0.0	0.0	0.0	1.162836	0.207347	0.0	0.194054	0.0	0.0	
hsa-mir-3194	0.0	0.72665	0.646318	0.51795	0.0	0.0	0.0	0.414693	0.0	0.485135	0.843576	0.577693	
hsa-mir-181a-1	875.312642	1271.637826	1953.496759	697.678032	2187.978825	2525.838387	2586.727917	4358.013121	546.425763	336.87786	10183.222505	1921.694904	
hsa-mir-1255b-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-187	39.274786	603.846305	9.048455	9.841041	6.245123	10.231446	60.467454	8.708562	0.901197	22.122164	2.741621	45.926573	
hsa-mir-4273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3913-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-126	1194.125179	2496.77004	1135.581077	434.041716	16550.512584	407.131823	659.327817	4300.578083	1187.477207	3379.839684	9031.952745	2058.89693	
hsa-mir-147b	0.536541	1.4533	3.016152	0.0	0.0	0.66438	2.034962	1.86612	2.703591	0.776216	0.210894	0.288846	
hsa-mir-526a-1	0.107308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-140	339.201086	610.386156	531.919879	524.682885	1154.723233	1627.862911	933.757032	1559.454595	1060.408434	542.090036	1246.5938	1084.906968	
hsa-mir-550a-2	1.502314	2.906601	4.739667	0.51795	2.498049	2.126015	9.884103	3.939587	0.901197	7.665136	2.108939	2.888464	
hsa-mir-433	1.716931	0.0	0.754038	0.0	0.0	0.930131	0.0	1.036734	0.901197	1.746487	0.210894	0.288846	
hsa-mir-379	1191.764399	365.505044	771.703931	604.447115	78.376293	44.912061	288.383243	761.377114	449.697288	1516.241452	130.754214	463.309579	
hsa-mir-1262	0.536541	0.72665	0.646318	0.51795	0.624512	0.265752	0.290709	0.829387	0.901197	0.776216	0.0	0.577693	
hsa-mir-1470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-570	1.073082	0.0	0.323159	1.035899	0.312256	0.132876	0.0	0.414693	0.300399	0.194054	0.210894	1.155385	
hsa-mir-3156-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.288846	
hsa-mir-3676	1.502314	37.059159	31.130993	4.143596	7.806404	5.182161	18.314662	116.736197	2.403192	4.366217	10.966482	6.932313	
hsa-mir-425	356.263084	429.45026	142.620883	77.174482	54.020314	44.64631	95.643233	166.084714	159.211465	151.75028	94.058676	292.89022	
hsa-mir-4271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-181d	41.742873	908.312733	17.666031	17.092335	13.114758	23.253286	31.396563	19.697937	10.814364	13.680812	103.759795	37.550028	
hsa-mir-141	721.218128	4883.089252	2578.271019	422.128876	9.679941	1.594511	6058.955186	881.638205	402.534647	1741.441197	2167.778324	2786.500938	
hsa-mir-342	90.568085	189.655699	99.963882	92.195018	90.554283	46.506572	28.489474	210.042216	39.352268	53.170814	138.979075	159.15435	
hsa-mir-1284	0.107308	0.0	0.0	0.0	0.0	0.132876	0.872127	0.62204	0.300399	0.194054	0.0	0.577693	
hsa-mir-127	1241.662693	882.153326	875.330282	518.98544	144.574596	98.461058	292.453168	1200.537443	507.674293	1437.649555	245.058703	390.520293	
hsa-mir-665	0.321924	0.0	0.538598	0.0	0.0	0.0	0.0	0.207347	0.300399	0.582162	0.0	0.0	
hsa-mir-331	26.075882	55.952064	33.716266	8.805142	43.091348	27.37244	81.689205	76.718282	16.221545	23.965677	84.146663	78.855059	
hsa-mir-3940	0.643849	2.179951	0.969477	0.51795	0.312256	0.265752	1.744253	2.488161	0.0	0.582162	0.421788	0.577693	
hsa-mir-3196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-3169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-629	67.389523	51.592163	68.832888	44.543661	78.064037	37.736762	395.073414	250.267477	96.728475	82.667033	133.28494	90.986607	
hsa-mir-3923	0.0	0.0	0.0	0.0	0.936768	0.0	0.0	0.207347	0.0	0.0	0.210894	0.0	
hsa-mir-4304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320d-2	0.321924	0.72665	1.292636	0.0	0.312256	0.0	1.453545	0.414693	0.300399	0.388108	0.0	1.444232	
hsa-mir-495	5.580024	4.359901	3.55475	5.179495	0.312256	0.930131	1.744253	5.805708	2.403192	11.546217	3.585196	3.17731	
hsa-let-7a-2	13210.707294	13219.946838	14420.651676	15038.664933	23507.57955	8550.964161	18012.324314	16987.915834	18003.512265	6515.074217	19155.07049	10698.869571	
hsa-mir-1248	0.751157	1.4533	1.615795	0.51795	0.312256	0.0	0.290709	1.24408	4.205586	0.679189	0.632682	0.288846	
hsa-let-7g	610.476109	1143.747393	503.697317	605.483014	935.831674	401.152406	772.704294	498.046794	419.657389	385.682458	1644.76147	808.769838	
hsa-mir-2053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3180-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-190b	0.107308	0.0	0.10772	0.0	0.0	0.0	6.104887	0.0	0.600798	0.097027	0.843576	16.464243	
hsa-mir-3611	0.214616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194054	0.421788	0.0	
hsa-mir-4329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-589	29.617052	29.066007	33.500827	13.984638	29.352078	60.325668	70.932975	108.234982	17.122742	39.295949	60.315653	74.522364	
hsa-mir-221	196.159312	188.202398	615.725805	194.749028	44.340373	68.829727	217.450268	518.366771	60.079798	57.051896	1932.420739	147.311649	
hsa-mir-3680	0.429233	0.0	0.215439	0.0	0.0	0.132876	2.325671	0.62204	0.0	0.485135	0.0	0.0	
hsa-mir-3144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207347	0.300399	0.0	0.210894	0.288846	
hsa-mir-3612	0.0	0.72665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-153-1	0.214616	0.0	0.754038	0.51795	0.312256	0.0	3.197798	0.414693	1.802394	0.776216	0.0	2.021925	
hsa-mir-492	0.107308	0.0	0.10772	0.0	0.0	0.0	0.0	0.207347	0.0	0.0	0.0	0.288846	
hsa-mir-4320	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-26a-2	1413.248437	1611.710113	3493.242151	3343.364289	1401.717846	800.311674	5733.94262	2386.145922	1165.84848	1291.817924	4386.803863	1826.086756	
hsa-mir-875	0.0	0.0	0.0	0.0	0.936768	1.727387	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-525	7.726187	0.0	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-1224	0.429233	0.0	0.10772	0.0	0.936768	0.0	1.453545	0.414693	1.201596	10.770001	1.054469	48.52619	
hsa-mir-3132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-451	36.484774	98.097775	473.751241	106.697606	486.807334	409.390713	47.676262	123.163945	320.225323	450.302462	1648.135772	339.105639	
hsa-mir-1255a	0.0	1.4533	0.323159	0.51795	0.0	0.265752	0.581418	0.62204	0.600798	0.679189	0.632682	0.288846	
hsa-mir-302a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.194054	0.0	0.0	
hsa-mir-548d-1	0.214616	0.0	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-3118-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3117	0.107308	2.179951	0.754038	1.553849	1.249025	0.398628	0.581418	2.488161	0.300399	0.097027	5.483241	1.155385	
hsa-mir-1304	0.858465	0.72665	0.10772	4.143596	0.624512	0.132876	2.325671	0.0	0.901197	0.291081	0.0	0.577693	
hsa-mir-1827	0.0	0.0	0.0	0.0	0.0	0.0	0.290709	0.0	0.0	0.0	0.0	0.0	
hsa-mir-924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2861	0.0	0.0	0.0	0.0	0.0	0.0	0.581418	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3193	0.107308	0.0	0.646318	0.0	0.936768	0.132876	1.453545	1.658774	0.0	0.582162	1.265363	2.021925	
hsa-mir-3671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-941-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-515-2	1.716931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3652	0.858465	1.4533	0.754038	0.0	0.0	0.132876	2.034962	0.829387	1.201596	0.291081	1.898045	2.599617	
hsa-mir-3661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.207347	0.0	0.0	0.0	0.0	
hsa-mir-3916	0.0	0.72665	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.210894	0.0	
hsa-mir-4289	0.0	0.0	0.0	0.0	0.0	0.0	1.162836	0.207347	0.0	0.0	0.0	0.0	
hsa-mir-676	0.858465	0.0	0.754038	0.0	2.498049	0.132876	0.290709	0.62204	0.300399	1.455406	13.286315	2.310771	
hsa-mir-634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-511-2	3.326553	2.179951	8.725296	7.769243	8.743172	0.132876	5.23276	29.857926	0.300399	2.716757	2.530727	0.577693	
hsa-mir-431	10.301583	12.353053	6.678621	4.143596	2.810305	0.797256	4.360634	12.026109	6.308379	66.172437	3.585196	3.466156	
hsa-mir-302c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-580	0.429233	0.0	0.10772	0.51795	0.0	0.398628	0.0	0.207347	0.600798	0.582162	0.210894	0.577693	
hsa-mir-3120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-326	37.987088	54.498764	46.427191	32.112872	48.087447	7.308176	153.494307	194.698559	15.019949	48.707571	18.347769	47.081958	
hsa-mir-34b	1.395006	0.72665	3.66247	0.51795	1.873537	0.0	0.0	16.173043	0.600798	2.522703	1.687151	109.761621	
hsa-mir-1302-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-624	0.858465	0.0	1.938955	3.107697	0.624512	0.66438	6.104887	0.414693	0.600798	0.97027	0.210894	1.733078	
hsa-mir-551b	1.502314	0.72665	2.692992	0.0	2.810305	21.924527	0.0	13.062843	0.0	11.352163	17.504193	0.577693	
hsa-mir-4282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1292	0.643849	0.72665	0.10772	0.51795	0.312256	0.398628	0.581418	0.414693	0.300399	0.194054	1.265363	1.733078	
hsa-mir-641	0.0	0.0	0.323159	0.0	0.0	0.265752	0.581418	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-1252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3945	0.0	0.72665	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-128-1	42.49403	62.491916	69.263767	84.425775	56.518363	746.895553	124.132706	145.972083	55.573813	42.885949	86.044708	159.443197	
hsa-mir-33b	2.575396	8.719802	7.00178	2.589748	1.873537	0.531504	9.884103	4.146934	0.901197	2.328649	2.952514	4.043849	
hsa-mir-769	22.320097	21.799506	18.850947	8.805142	12.802502	34.946367	18.896079	35.24894	19.826333	15.03919	21.300283	75.388903	
hsa-mir-367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-133a-2	5.580024	0.72665	0.646318	1.035899	0.0	0.0	0.0	0.414693	0.600798	7.665136	1.687151	0.288846	
hsa-mir-4292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-106b	601.462224	1829.705169	731.093604	990.837473	402.498174	397.697632	1056.145485	720.529812	391.419884	683.167343	517.111825	1055.155792	
hsa-mir-558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-940	5.2581	5.813201	3.44703	5.179495	2.810305	4.517781	3.488507	6.635095	2.703591	7.18	3.79609	8.665391	
hsa-mir-1265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-513b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1972-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-765	0.107308	0.0	0.10772	0.0	0.0	0.66438	0.581418	0.62204	0.300399	0.291081	0.421788	0.0	
hsa-mir-1915	0.751157	0.72665	0.0	0.0	0.0	0.797256	0.290709	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-520e	1.395006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-616	0.751157	2.179951	2.477553	0.0	5.308355	1.594511	4.942052	5.598361	1.501995	1.455406	12.231846	4.332696	
hsa-mir-374c	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.0	0.0	0.194054	0.0	0.0	
hsa-mir-1255b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-15a	34.767843	139.516836	117.845352	68.369339	90.242027	91.817262	54.362567	153.021871	78.704535	42.109733	157.748632	318.597547	
hsa-mir-4264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.577693	
hsa-mir-1206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-639	0.214616	0.0	1.077197	0.0	0.624512	0.398628	0.872127	0.414693	0.0	0.194054	1.687151	1.444232	
hsa-mir-3678	0.107308	0.72665	0.0	1.553849	0.312256	0.66438	0.0	1.24408	0.0	0.0	0.210894	0.288846	
hsa-mir-138-2	0.214616	0.0	4.631947	0.51795	0.0	0.132876	0.872127	5.183668	0.0	0.582162	70.227666	1.444232	
hsa-mir-497	9.33581	135.883585	38.348213	5.697445	39.968787	17.938249	15.116864	55.568918	28.537904	32.795137	36.27375	160.887428	
hsa-mir-888	0.0	0.0	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.421788	2.599617	
hsa-mir-3182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-9-1	773.369893	15830.074307	203.051634	530.89828	330.367004	223.763051	74.421482	1284.305513	477.934793	4328.181909	14.551679	20368.290677	
hsa-mir-143	359744.804032	52187.289726	105612.918091	560561.250123	153047.354582	28564.868297	204554.420273	91235.454628	399519.842254	506550.392057	47894.635724	77031.86091	
hsa-mir-4313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3934	0.536541	0.0	2.477553	2.071798	1.249025	0.531504	3.197798	2.488161	0.600798	1.455406	6.748605	4.043849	
hsa-mir-3188	0.429233	0.0	0.323159	0.51795	0.0	0.0	0.0	0.414693	0.300399	0.0	0.210894	0.0	
hsa-mir-329-2	0.536541	0.0	0.430879	0.0	0.0	0.0	0.872127	0.207347	0.0	0.97027	0.0	0.0	
hsa-mir-92a-1	50.756759	1151.013895	40.933486	16.056436	39.344275	55.542135	12.209774	130.213733	235.512808	22.413245	250.963732	177.929364	
hsa-mir-877	3.970402	5.813201	1.184917	4.661546	2.185793	4.119154	9.593394	1.658774	0.600798	1.64946	5.061453	5.488081	
hsa-mir-591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320a	450.80157	364.051743	588.041842	408.144239	379.391219	251.534119	608.163048	494.729247	240.619591	1010.3425	1044.557451	971.679191	
hsa-mir-137	0.0	0.0	0.0	0.51795	0.0	0.0	0.0	0.414693	0.0	1.067297	0.421788	0.288846	
hsa-mir-3143	0.107308	0.0	0.0	0.0	0.312256	0.0	0.0	0.414693	0.0	0.0	0.210894	0.577693	
hsa-mir-759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1179	0.0	0.0	0.10772	0.0	0.0	0.132876	0.0	0.0	0.0	0.485135	17.925981	0.0	
hsa-let-7c	1110.532124	3914.464553	2730.802114	1123.950505	2746.917329	1325.171563	310.47712	1750.835607	4383.121662	1558.739293	6879.569675	5854.627088	
hsa-mir-133b	19.315468	0.72665	2.154394	6.215394	0.312256	0.0	0.0	1.24408	3.304389	32.407029	5.694135	2.310771	
hsa-mir-587	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-378b	0.107308	0.0	0.861758	2.589748	0.624512	0.66438	1.162836	2.073467	0.300399	0.194054	0.210894	0.288846	
hsa-mir-887	1.609622	4.359901	4.631947	2.071798	2.498049	10.09857	0.290709	4.561628	2.102793	7.665136	9.068437	17.330782	
hsa-mir-3198	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.207347	0.0	0.0	0.0	0.0	
hsa-mir-602	0.0	0.0	0.10772	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-663	0.0	0.0	0.0	0.0	0.0	0.132876	0.0	0.414693	0.0	0.0	0.0	0.288846	
hsa-mir-146b	326.002183	685.231126	536.444106	824.05772	511.163313	193.998845	628.803381	1627.879009	196.460939	167.274606	3891.203215	552.563107	
hsa-mir-517c	1.073082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-618	0.536541	0.0	0.430879	0.51795	1.873537	1.727387	0.0	0.62204	0.0	0.582162	1.476257	0.0	
hsa-mir-575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-450b	14.379293	5.813201	9.587053	3.625647	100.858736	1.461635	5.523469	7.464482	8.711571	13.777839	68.118727	12.998087	
hsa-mir-3662	0.0	0.72665	0.0	0.0	0.0	0.132876	0.290709	0.207347	0.300399	0.097027	0.0	0.0	
hsa-mir-125a	289.732026	1310.876936	651.704185	152.795115	784.699699	742.11202	391.584907	681.963325	259.244328	600.015175	3346.253396	1025.693462	
hsa-mir-488	0.0	0.0	0.323159	0.0	0.0	0.0	0.0	0.0	0.0	1.940541	0.421788	13.286933	
hsa-mir-548p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3620	0.751157	4.359901	0.0	0.0	0.624512	0.398628	1.162836	0.62204	0.600798	0.097027	0.632682	1.155385	
hsa-mir-1237	1.18039	0.72665	0.215439	0.0	0.0	0.0	0.872127	0.414693	0.300399	0.097027	0.843576	1.444232	
hsa-mir-3202-2	0.107308	0.0	0.0	0.0	0.312256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3135	0.0	0.0	0.0	0.0	0.0	0.0	0.290709	0.0	0.0	0.0	0.0	0.288846	
hsa-mir-196b	641.810091	357.511892	1201.397814	80.282179	7801.095332	898.772731	7.267723	215.018537	150.199495	393.735702	4.217878	2631.679283	
hsa-mir-630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-218-2	21.461632	37.78581	81.328373	33.66672	22.170186	10.497198	10.465521	82.731337	38.150672	122.351089	161.122934	163.775892	
hsa-mir-185	37.772472	27.612707	38.240493	72.512936	45.277141	46.107945	52.909022	118.602317	38.451071	37.840543	133.28494	50.836961	
hsa-mir-518a-2	0.858465	0.0	0.0	0.0	0.0	0.0	0.0	0.414693	0.0	0.97027	0.0	0.288846	
hsa-mir-19b-1	2.253471	27.612707	5.709144	3.107697	2.810305	5.049285	2.61638	13.270189	2.403192	4.366217	10.966482	3.466156	
hsa-mir-3151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3177	0.0	0.0	0.0	0.0	0.312256	0.132876	2.034962	0.207347	0.0	0.0	0.421788	0.0	
hsa-mir-1306	7.618879	10.173103	5.385985	3.107697	2.498049	2.790394	4.942052	11.818762	6.00798	3.395946	8.857543	7.510006	
hsa-mir-3918	0.0	0.0	0.10772	0.0	0.0	0.132876	0.290709	0.207347	0.0	0.0	0.0	0.0	
hsa-mir-208b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.097027	0.0	0.0	
hsa-mir-563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
