miRNA	bladder	breast_cancer	cervical	head n neck	KIRC	KIRP	LUAD	LUSC	PRAD	STAD	THCA	UCEC	
hsa-mir-4278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-934	0.03002	73.511899	1.539689	0.664765	0.48541	0.227814	12.216317	2.690532	1.643323	0.0	1.82657	0.03777	
hsa-mir-1285-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3914-1	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.07554	
hsa-mir-99a	171.534115	778.321364	1773.959137	405.506647	1669.323475	964.109146	166.094927	188.636208	563.769186	608.307385	1304.577162	2459.880768	
hsa-mir-4291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-181b-2	0.0	3.845238	1.065939	0.0	5.339505	1.594698	1.174646	0.0	0.109555	0.273704	14.206659	1.435258	
hsa-mir-1913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202952	0.0	
hsa-mir-1257	0.0	0.0	0.118438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-892a	0.0	0.0	0.0	0.0	0.0	3.986746	0.0	11.658973	0.0	0.0	0.0	0.0	
hsa-mir-182	109.993174	29320.164223	1889.672722	3918.124884	4640.029979	1192.720566	22431.742503	46188.965649	9670.076707	6559.592706	9766.063012	342.308982	
hsa-mir-9-3	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-383	0.24016	0.452381	0.118438	1.994295	0.0	0.0	0.0	0.298948	0.0	1.231668	0.0	6.79859	
hsa-mir-578	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	1.195792	0.109555	0.136852	0.0	0.07554	
hsa-mir-1323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-374b	39.806482	73.285708	69.996652	33.23825	33.978669	60.256822	57.557648	43.646413	47.656354	101.681077	102.490894	40.527148	
hsa-mir-642a	0.0	3.845238	1.065939	2.65906	0.48541	0.683442	0.0	0.597896	0.547774	2.189633	0.0	0.18885	
hsa-mir-625	11.587709	77.809517	233.677486	358.973098	182.513994	28.248945	330.78028	167.410898	39.330186	690.418618	74.483481	48.760995	
hsa-mir-208a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109555	0.0	0.0	0.0	
hsa-mir-4323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548k	0.0	0.22619	0.0	0.0	0.0	0.113907	0.704788	0.0	0.109555	0.0	0.405905	0.03777	
hsa-mir-3194	0.0	0.452381	0.0	0.0	0.48541	0.0	0.0	0.0	0.0	0.0	0.202952	0.07554	
hsa-mir-181a-1	40.797141	3859.261583	993.573455	3263.331363	1268.375179	1463.363682	1486.161967	1055.884448	121.058094	406.040048	3735.945302	615.687821	
hsa-mir-1255b-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-187	10.65709	20.583332	2.131878	43.209725	50.482594	60.256822	8.927309	4.783169	0.766884	4.379266	5.073807	6.5342	
hsa-mir-4273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3913-2	0.0	0.0	0.0	0.0	0.48541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-126	105.400118	845.72612	751.013145	822.3143	6291.3933	5492.825053	630.784837	2219.09124	274.434864	2717.744963	2491.036106	2244.780949	
hsa-mir-147b	0.0	1.583333	1.895002	3.323825	1.456229	0.0	5.168442	2.690532	0.0	2.189633	2.841332	0.03777	
hsa-mir-526a-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-140	132.147913	2574.499785	920.378986	1522.976605	2024.157863	1206.047689	695.62529	615.832945	282.213257	801.542487	691.458368	1272.809268	
hsa-mir-550a-2	0.06004	1.809524	2.960941	0.664765	6.795734	2.278141	2.584221	5.680013	0.328665	3.421301	3.653141	0.642089	
hsa-mir-433	0.09006	0.678571	1.776565	0.0	0.0	1.025163	0.469858	0.0	0.438219	0.68426	0.0	0.982018	
hsa-mir-379	107.891776	222.7976	979.834687	1056.976343	33.978669	254.35441	551.378776	533.622237	342.030198	826.723265	82.195667	467.28972	
hsa-mir-1262	0.570379	0.22619	0.236875	0.0	0.970819	0.455628	0.234929	1.195792	0.438219	0.547408	0.608857	0.604319	
hsa-mir-1470	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-570	0.0	0.678571	0.236875	0.664765	0.48541	0.341721	0.0	2.391584	0.328665	0.273704	0.811809	0.03777	
hsa-mir-3156-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3676	0.570379	13.119047	3.316254	22.60201	8.737372	12.985402	175.727024	11.061077	3.17709	14.095762	3.653141	1.812957	
hsa-mir-425	8.975971	135.261893	46.072246	701.32707	83.005035	51.941608	52.624135	289.680643	78.989037	265.492987	45.867212	16.958704	
hsa-mir-4271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-181d	3.902596	73.738089	19.423775	16.619125	11.16442	6.948329	25.137422	7.772649	7.997503	10.811312	66.974248	23.832833	
hsa-mir-141	1.080719	6137.90425	437.508683	501.897572	3.397867	103.199774	439.787417	1642.121539	333.594476	640.741322	1204.318743	34.257337	
hsa-mir-342	5.913934	60.845233	85.985735	595.629436	233.481998	29.843643	30.775722	112.703408	24.540283	116.734803	47.084926	34.144027	
hsa-mir-1284	0.12008	0.452381	0.0	0.664765	0.48541	0.0	0.0	0.896844	0.0	0.136852	0.202952	0.07554	
hsa-mir-127	103.80906	387.238063	1845.258603	2252.88857	73.782253	436.036131	699.854015	406.868271	250.3328	1307.073979	94.575756	521.074117	
hsa-mir-665	0.0	0.452381	0.592188	0.0	0.0	0.113907	0.0	0.0	0.0	0.273704	0.0	0.30216	
hsa-mir-331	1.891258	38.678568	26.174721	38.55637	100.965188	18.111219	33.829801	48.728529	5.039522	22.717441	26.789699	8.989246	
hsa-mir-3940	0.03002	1.357143	0.710626	1.32953	1.456229	0.113907	1.174646	1.195792	0.109555	0.547408	0.608857	0.0	
hsa-mir-3196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-3169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1279	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-629	3.152097	98.619039	111.094517	92.402334	97.567321	13.554937	129.211047	254.105827	23.55429	48.58248	75.092338	11.708682	
hsa-mir-3923	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	1.195792	0.0	0.0	0.0	0.03777	
hsa-mir-4304	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320d-2	0.0	1.809524	0.710626	0.664765	0.48541	0.797349	0.469858	0.597896	0.328665	0.547408	0.405905	0.22662	
hsa-mir-495	0.900599	1.130952	7.343134	9.30671	0.970819	1.252977	2.584221	1.195792	3.505755	14.232614	0.405905	3.776994	
hsa-let-7a-2	3136.696719	21701.164858	12197.538368	7534.44646	13481.279695	12891.998247	27885.388392	13183.907149	7623.811481	5358.305366	26648.647212	9359.844811	
hsa-mir-1248	0.48032	1.130952	0.473751	0.664765	0.48541	1.025163	1.644504	2.98948	0.328665	0.136852	0.202952	0.30216	
hsa-let-7g	78.111965	693.273752	332.809799	350.331153	811.119374	708.046131	734.623533	350.068145	174.411299	517.711325	931.956803	226.581881	
hsa-mir-2053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3180-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-190b	0.0	0.904762	0.118438	0.0	0.0	0.227814	0.0	0.0	0.109555	0.136852	0.0	0.11331	
hsa-mir-3611	0.0	0.0	0.118438	0.0	0.48541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4329	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-589	4.352896	68.761899	30.320039	81.766094	37.376536	25.173455	69.304107	50.821165	10.626819	25.865038	32.472362	9.782415	
hsa-mir-221	55.476907	348.785685	496.253758	763.81498	151.933192	72.444874	433.44433	252.312139	66.499785	250.849817	2264.74433	229.981175	
hsa-mir-3680	0.06004	0.0	0.118438	1.32953	0.0	0.0	0.0	0.0	0.0	0.410556	0.0	0.03777	
hsa-mir-3144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.136852	0.0	0.0	
hsa-mir-3612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-4253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-153-1	0.03002	0.22619	0.829064	0.664765	1.456229	0.455628	1.409575	0.298948	0.766884	5.33723	0.405905	1.170868	
hsa-mir-492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4320	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-26a-2	495.929922	3625.38065	1804.397614	2427.056999	1316.916135	2398.996069	3315.790389	1626.576241	1429.361945	2505.076869	4983.086973	1227.863037	
hsa-mir-875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-525	0.0	1.130952	0.118438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1224	0.03002	6.785714	0.0	0.0	0.0	0.113907	0.704788	1.195792	0.0	6.02149	0.202952	0.18885	
hsa-mir-3132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.03777	
hsa-mir-451	140.313345	30.083331	62.061329	473.977442	766.461694	554.841169	346.285605	200.893077	49.957005	1091.39514	208.229024	55.559584	
hsa-mir-1255a	0.0	1.130952	0.473751	0.0	0.48541	0.227814	0.0	2.391584	0.109555	0.547408	0.0	0.03777	
hsa-mir-302a	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-548d-1	0.03002	0.452381	0.0	0.0	0.0	0.0	0.0	0.896844	0.0	0.0	0.0	0.0	
hsa-mir-3118-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3117	0.0	1.357143	0.710626	3.323825	0.0	0.113907	0.234929	0.0	0.438219	0.0	0.202952	0.26439	
hsa-mir-1304	0.0	17.642856	0.236875	0.664765	0.0	0.113907	2.349292	2.391584	0.328665	0.410556	0.202952	0.11331	
hsa-mir-1827	0.03002	0.0	0.0	0.0	0.0	0.0	0.234929	0.0	0.0	0.0	0.0	0.0	
hsa-mir-924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-2861	0.0	0.0	0.0	0.0	0.0	0.0	0.469858	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3193	0.0	0.452381	0.118438	0.0	0.48541	0.227814	0.234929	4.48422	0.0	0.0	0.608857	0.11331	
hsa-mir-3671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-941-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-515-2	0.0	0.678571	0.118438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3652	0.0	0.0	0.118438	1.994295	0.0	0.113907	2.349292	2.092636	0.657329	0.68426	3.450189	0.22662	
hsa-mir-3661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-4289	0.0	0.0	0.0	0.664765	0.0	0.0	1.409575	0.0	0.0	0.0	0.0	0.0	
hsa-mir-676	0.24016	1.357143	0.473751	0.0	0.970819	1.594698	0.469858	0.0	0.109555	0.68426	0.202952	0.339929	
hsa-mir-634	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-511-2	0.36024	6.333333	2.250315	30.57919	0.48541	0.911256	0.704788	10.762129	0.985994	6.568899	5.682663	0.377699	
hsa-mir-431	0.660439	4.75	12.672829	23.93154	0.48541	2.392048	6.343088	5.082117	1.752877	10.948164	1.217714	3.097135	
hsa-mir-302c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-580	0.0	0.678571	0.355313	0.0	0.48541	0.683442	0.469858	0.298948	0.109555	0.0	0.202952	0.07554	
hsa-mir-3120	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-326	2.221478	44.33333	16.344396	157.549304	28.639164	26.084711	67.659603	125.857121	27.279154	155.737639	26.383795	7.251829	
hsa-mir-34b	0.1501	2.035714	0.592188	0.664765	0.48541	0.0	2.81915	0.298948	0.328665	0.273704	0.0	1.397488	
hsa-mir-1302-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-624	0.12008	0.904762	0.947501	1.994295	0.48541	1.13907	1.174646	5.082117	0.328665	1.231668	2.029523	0.566549	
hsa-mir-551b	0.39026	6.333333	3.55313	1.32953	0.48541	2.392048	1.174646	1.195792	0.0	28.60208	18.874561	0.566549	
hsa-mir-4282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3937	0.0	0.0	0.0	0.0	0.48541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1292	0.03002	0.904762	0.0	0.664765	0.0	0.227814	0.234929	3.886324	0.328665	0.410556	0.0	0.11331	
hsa-mir-641	0.0	0.452381	0.236875	0.0	0.0	0.0	0.234929	0.597896	0.0	0.136852	0.202952	0.0	
hsa-mir-1252	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-128-1	7.444953	152.452368	54.836632	59.164085	50.968004	59.915101	114.880367	69.654891	18.624322	32.570789	48.505591	37.618862	
hsa-mir-33b	0.06004	9.72619	1.776565	0.664765	2.912457	2.278141	1.879433	8.071597	1.643323	1.231668	2.232475	0.491009	
hsa-mir-769	1.260839	48.857139	18.002523	31.243955	17.474744	10.251633	26.077139	50.522217	8.326168	12.042981	14.206659	7.100749	
hsa-mir-367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-133a-2	11.257489	0.0	2.487191	0.664765	0.0	0.455628	0.469858	0.298948	3.61531	27.917819	2.638379	4.456853	
hsa-mir-4292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-106b	53.435549	775.607078	328.546044	864.194494	529.09642	159.014221	835.643079	1599.670918	178.136163	275.209483	191.181034	160.975492	
hsa-mir-558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-940	0.03002	2.940476	3.079379	1.994295	1.941638	4.898003	0.704788	5.082117	1.205103	2.600189	0.811809	0.415469	
hsa-mir-1265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.03777	
hsa-mir-513b	0.0	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1972-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-765	0.03002	0.0	0.118438	0.0	0.0	0.683442	0.0	0.298948	0.0	0.136852	0.405905	0.0	
hsa-mir-1915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.597896	0.0	0.0	0.0	0.0	
hsa-mir-520e	0.03002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-610	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-650	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-616	0.06004	7.464285	0.355313	1.994295	5.824915	1.025163	0.704788	3.886324	0.0	0.547408	0.608857	0.528779	
hsa-mir-374c	0.12008	0.0	0.236875	0.0	0.48541	0.0	0.0	0.0	0.109555	0.136852	0.0	0.0	
hsa-mir-1255b-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-15a	7.144753	119.428561	90.486365	139.600649	178.630718	63.332312	62.72609	106.724447	26.293161	47.077107	114.465078	18.469502	
hsa-mir-4264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3166	0.0	0.0	0.0	0.664765	0.0	0.0	0.234929	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-1206	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-639	0.0	0.678571	0.0	0.664765	0.48541	0.113907	1.174646	0.0	0.0	0.410556	2.029523	0.18885	
hsa-mir-3678	0.03002	0.678571	0.473751	0.0	0.48541	0.227814	0.939717	3.587376	0.0	1.094816	0.0	0.11331	
hsa-mir-138-2	0.03002	6.333333	0.473751	0.664765	1.941638	5.239724	3.758867	0.298948	0.109555	0.410556	16.236181	0.03777	
hsa-mir-497	5.163435	37.773806	44.414119	48.527845	56.792918	24.60392	13.156034	10.463181	11.284148	65.552134	9.538756	54.426486	
hsa-mir-888	0.0	0.0	0.0	0.0	0.0	2.961583	0.0	2.98948	0.0	0.0	0.0	0.0	
hsa-mir-3182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-9-1	43.919218	4227.725838	254.404074	38.55637	632.003246	127.689786	51.919348	4506.940527	55.106082	359.236645	28.819222	718.082133	
hsa-mir-143	917806.880205	62356.18528	280914.802942	72425.481506	49087.52711	119004.94459	247262.487778	83907.537765	739053.636843	461394.103674	204716.935372	460870.075933	
hsa-mir-4313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3934	0.12008	4.071428	1.302814	4.653355	1.456229	0.113907	7.282804	3.886324	0.0	1.505373	6.088568	0.07554	
hsa-mir-3188	0.0	0.452381	0.0	0.0	0.0	0.113907	0.939717	0.597896	0.0	0.273704	0.0	0.0	
hsa-mir-329-2	0.03002	0.0	0.236875	1.32953	0.0	0.113907	0.0	0.0	0.109555	0.136852	0.0	0.22662	
hsa-mir-92a-1	2.761837	127.571418	35.175982	47.198315	106.304694	22.439686	47.220764	90.282306	33.08556	35.99209	26.586747	15.485676	
hsa-mir-877	0.09006	5.428571	0.829064	5.31812	1.456229	2.050327	8.45745	8.071597	0.21911	0.410556	1.82657	0.22662	
hsa-mir-591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-320a	98.795725	458.714247	332.691362	834.944834	701.902223	257.771621	562.420447	821.210243	199.280247	737.906281	411.790147	266.0137	
hsa-mir-137	0.03002	4.297619	0.236875	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.405905	0.11331	
hsa-mir-3143	0.0	0.22619	0.0	0.0	0.0	0.0	0.234929	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-4330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1179	0.0	0.0	0.118438	0.0	0.0	0.0	0.0	0.298948	0.109555	0.273704	1.420666	0.18885	
hsa-let-7c	1105.215256	1783.285566	3594.701147	1003.130378	2875.56623	2082.676232	869.942738	839.745021	2391.034295	810.43787	5583.01387	3327.4941	
hsa-mir-133b	45.900536	1.357143	7.461572	3.323825	0.0	2.505955	1.879433	0.896844	17.966993	108.52368	12.380088	19.45152	
hsa-mir-587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-378b	0.33022	0.22619	0.118438	2.65906	0.0	1.252977	0.469858	0.0	0.0	1.094816	0.202952	0.22662	
hsa-mir-887	0.540359	2.714285	4.02688	2.65906	3.883276	1.594698	0.939717	2.690532	0.766884	7.937419	0.811809	6.987439	
hsa-mir-3198	0.0	0.0	0.0	0.664765	0.48541	0.0	0.234929	0.0	0.0	0.0	0.0	0.0	
hsa-mir-602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-663	0.0	0.0	0.118438	0.0	0.0	0.0	0.469858	0.298948	0.109555	0.0	0.0	0.03777	
hsa-mir-146b	33.892547	595.107093	535.693496	1303.604156	1908.144978	162.773153	2428.93275	886.081966	88.958527	183.381754	20168.381377	215.250898	
hsa-mir-517c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-618	0.12008	0.0	0.118438	0.0	1.456229	0.797349	0.234929	1.793688	0.0	0.136852	0.202952	0.22662	
hsa-mir-575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-450b	1.921278	10.178571	10.0672	7.312415	34.464079	16.744334	10.571813	6.277909	0.547774	2.600189	32.472362	14.465888	
hsa-mir-3662	0.03002	0.0	0.236875	0.0	0.0	0.0	0.0	0.0	0.0	0.136852	0.0	0.0	
hsa-mir-125a	125.393419	802.071362	407.543957	308.450958	1018.874665	745.521546	290.84232	283.701682	135.300222	572.725851	1025.923702	508.534496	
hsa-mir-488	0.0	0.452381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.821112	0.0	2.983825	
hsa-mir-548p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3620	0.0	0.678571	0.0	0.0	0.0	0.113907	0.0	3.288428	0.0	0.136852	0.202952	0.07554	
hsa-mir-1237	0.03002	0.904762	0.118438	0.664765	0.970819	0.0	0.0	0.0	0.0	0.410556	0.0	0.0	
hsa-mir-3202-2	0.0	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.109555	0.0	0.0	0.03777	
hsa-mir-921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-3135	0.06004	0.0	0.0	0.0	0.0	0.113907	0.0	0.0	0.109555	0.0	0.0	0.03777	
hsa-mir-196b	40.346841	454.86901	732.773747	18.61342	109.70256	348.555528	2.349292	262.177424	189.091647	93.469954	5.885616	2590.073757	
hsa-mir-630	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-218-2	22.394898	45.464282	40.742552	41.21543	11.649829	109.578568	38.293456	35.574816	16.433225	50.361556	87.269474	43.662053	
hsa-mir-185	5.043355	100.202373	41.33474	79.771799	70.869796	32.805226	67.424673	69.056995	8.764387	21.212069	75.29529	9.555795	
hsa-mir-518a-2	0.0	0.22619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-19b-1	0.06004	17.642856	5.921883	3.323825	1.941638	2.619862	3.523938	5.978961	0.985994	2.600189	2.232475	1.812957	
hsa-mir-3151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-3177	0.0	0.22619	0.0	0.0	0.0	0.0	0.234929	0.0	0.0	0.0	0.0	0.03777	
hsa-mir-1306	1.110739	17.416665	4.02688	7.97718	10.67901	5.467538	6.812946	9.267389	2.191097	5.747786	9.335804	2.908286	
hsa-mir-3918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.298948	0.0	0.0	0.0	0.0	
hsa-mir-208b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hsa-mir-1226	0.3002	2.940476	0.710626	1.32953	1.941638	1.480791	3.054079	10.164233	0.547774	2.600189	1.623618	0.415469	
